Tool,File,Contract,Vulnerability,Severity,SWC.ID,Remediation,Description.More.Info,Execution.time,Total.Time,source_file,subfolder,filename
mythril,smartbugs-dataset/reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,Log,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1036 - 1131,2060.284485,37034.18776,output_reentrancy.csv,reentrancy,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol
mythril,smartbugs-dataset/reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,Log,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 6720 - 8748,2060.284485,37034.18776,output_reentrancy.csv,reentrancy,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol
mythril,smartbugs-dataset/reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,Log,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 6720 - 8748,2060.284485,37034.18776,output_reentrancy.csv,reentrancy,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol
mythril,smartbugs-dataset/reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,Log,Integer Arithmetic Bugs,Low,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 75798 - 340129,2060.284485,37034.18776,output_reentrancy.csv,reentrancy,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol
slither,smartbugs-dataset/reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol#L62-L86,Log,controlled-array-length,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.664376497,37034.18776,output_reentrancy.csv,reentrancy,0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol#L62-L86
slither,smartbugs-dataset/reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol#L21-L35,U_BANK.Collect(uint256),reentrancy-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.664376497,37034.18776,output_reentrancy.csv,reentrancy,0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol#L21-L35
mythril,smartbugs-dataset/reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,Log,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 75798 - 340129,2066.901307,37034.18776,output_reentrancy.csv,reentrancy,0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol
mythril,smartbugs-dataset/reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,U_BANK,Dependence on predictable environment variable,Low,SWC-ID: https://swcregistry.io/docs/SWC-116,A control flow decision is made based on The block.timestamp environment variable.,Estimated Gas Usage: 6007 - 26292,2066.901307,37034.18776,output_reentrancy.csv,reentrancy,0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol
mythril,smartbugs-dataset/reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,U_BANK,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 13572 - 88943,2066.901307,37034.18776,output_reentrancy.csv,reentrancy,0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol
mythril,smartbugs-dataset/reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,Log,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 75798 - 340129,2066.901307,37034.18776,output_reentrancy.csv,reentrancy,0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol
mythril,smartbugs-dataset/reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,Log,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1036 - 1131,2066.901307,37034.18776,output_reentrancy.csv,reentrancy,0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol
mythril,smartbugs-dataset/reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,Log,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 6720 - 8748,2066.901307,37034.18776,output_reentrancy.csv,reentrancy,0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol
mythril,smartbugs-dataset/reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,Log,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 6720 - 8748,2066.901307,37034.18776,output_reentrancy.csv,reentrancy,0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol
mythril,smartbugs-dataset/reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,Log,Integer Arithmetic Bugs,Low,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 75798 - 340129,2066.901307,37034.18776,output_reentrancy.csv,reentrancy,0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol
slither,smartbugs-dataset/reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol#L62-L86,Log,controlled-array-length,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.673872709,37034.18776,output_reentrancy.csv,reentrancy,0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol#L62-L86
slither,smartbugs-dataset/reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol#L21-L35,X_WALLET.Collect(uint256),reentrancy-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.673872709,37034.18776,output_reentrancy.csv,reentrancy,0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol#L21-L35
mythril,smartbugs-dataset/reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,Log,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 75798 - 340129,2059.029287,37034.18776,output_reentrancy.csv,reentrancy,0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol
mythril,smartbugs-dataset/reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,X_WALLET,Dependence on predictable environment variable,Low,SWC-ID: https://swcregistry.io/docs/SWC-116,A control flow decision is made based on The block.timestamp environment variable.,Estimated Gas Usage: 6007 - 26292,2059.029287,37034.18776,output_reentrancy.csv,reentrancy,0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol
mythril,smartbugs-dataset/reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,X_WALLET,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 13572 - 88943,2059.029287,37034.18776,output_reentrancy.csv,reentrancy,0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol
mythril,smartbugs-dataset/reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,Log,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 75798 - 340129,2059.029287,37034.18776,output_reentrancy.csv,reentrancy,0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol
mythril,smartbugs-dataset/reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,Log,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1036 - 1131,2059.029287,37034.18776,output_reentrancy.csv,reentrancy,0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol
mythril,smartbugs-dataset/reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,Log,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 6720 - 8748,2059.029287,37034.18776,output_reentrancy.csv,reentrancy,0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol
mythril,smartbugs-dataset/reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,Log,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 6720 - 8748,2059.029287,37034.18776,output_reentrancy.csv,reentrancy,0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol
mythril,smartbugs-dataset/reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,Log,Integer Arithmetic Bugs,Low,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 75798 - 340129,2059.029287,37034.18776,output_reentrancy.csv,reentrancy,0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol
mythril,smartbugs-dataset/reentrancy/reentrancy_cross_function.sol,Reentrancy_cross_function,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 6943 - 61604,23.30865407,37034.18776,output_reentrancy.csv,reentrancy,reentrancy_cross_function.sol
mythril,smartbugs-dataset/reentrancy/reentrancy_cross_function.sol,Reentrancy_cross_function,Transaction Order Dependence,Medium,SWC-ID: https://swcregistry.io/docs/SWC-114,The value of the call is dependent on balance or storage write,Estimated Gas Usage: 6943 - 61604,23.30865407,37034.18776,output_reentrancy.csv,reentrancy,reentrancy_cross_function.sol
mythril,smartbugs-dataset/reentrancy/reentrancy_cross_function.sol,Reentrancy_cross_function,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 6943 - 61604,23.30865407,37034.18776,output_reentrancy.csv,reentrancy,reentrancy_cross_function.sol
slither,smartbugs-dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol#L81-L105,LogFile,controlled-array-length,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.678741455,37034.18776,output_reentrancy.csv,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol#L81-L105
slither,smartbugs-dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol#L55-L69,PENNY_BY_PENNY.Collect(uint256),reentrancy-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.678741455,37034.18776,output_reentrancy.csv,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol#L55-L69
mythril,smartbugs-dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,LogFile,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 76761 - 341187,2260.521156,37034.18776,output_reentrancy.csv,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol
mythril,smartbugs-dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,LogFile,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 7273 - 8739,2260.521156,37034.18776,output_reentrancy.csv,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol
mythril,smartbugs-dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,PENNY_BY_PENNY,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 14539 - 89910,2260.521156,37034.18776,output_reentrancy.csv,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol
mythril,smartbugs-dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,PENNY_BY_PENNY,Dependence on predictable environment variable,Low,SWC-ID: https://swcregistry.io/docs/SWC-116,A control flow decision is made based on The block.timestamp environment variable.,Estimated Gas Usage: 6822 - 27107,2260.521156,37034.18776,output_reentrancy.csv,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol
mythril,smartbugs-dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,PENNY_BY_PENNY,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 14539 - 89910,2260.521156,37034.18776,output_reentrancy.csv,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol
mythril,smartbugs-dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,LogFile,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 76761 - 341187,2260.521156,37034.18776,output_reentrancy.csv,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol
mythril,smartbugs-dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,PENNY_BY_PENNY,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 14375 - 89746,2260.521156,37034.18776,output_reentrancy.csv,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol
mythril,smartbugs-dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,LogFile,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1009 - 1104,2260.521156,37034.18776,output_reentrancy.csv,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol
mythril,smartbugs-dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,LogFile,Integer Arithmetic Bugs,Low,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 76761 - 341187,2260.521156,37034.18776,output_reentrancy.csv,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol
mythril,smartbugs-dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,PENNY_BY_PENNY,Dependence on predictable environment variable,Low,SWC-ID: https://swcregistry.io/docs/SWC-116,A control flow decision is made based on The block.timestamp environment variable.,Estimated Gas Usage: 3556 - 3841,2260.521156,37034.18776,output_reentrancy.csv,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol
mythril,smartbugs-dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,PENNY_BY_PENNY,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 12702 - 102259,2260.521156,37034.18776,output_reentrancy.csv,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol
mythril,smartbugs-dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,PENNY_BY_PENNY,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 12702 - 102259,2260.521156,37034.18776,output_reentrancy.csv,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol
mythril,smartbugs-dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,PENNY_BY_PENNY,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 12702 - 102259,2260.521156,37034.18776,output_reentrancy.csv,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol
mythril,smartbugs-dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,PENNY_BY_PENNY,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 12702 - 102259,2260.521156,37034.18776,output_reentrancy.csv,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol
mythril,smartbugs-dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,PENNY_BY_PENNY,Multiple Calls in a Single Transaction,Low,SWC-ID: https://swcregistry.io/docs/SWC-113,Multiple calls are executed in the same transaction.,Estimated Gas Usage: 12702 - 102259,2260.521156,37034.18776,output_reentrancy.csv,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol
mythril,smartbugs-dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,PENNY_BY_PENNY,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 12702 - 102259,2260.521156,37034.18776,output_reentrancy.csv,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol
slither,smartbugs-dataset/reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol#L72-L96,LogFile,controlled-array-length,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.655703783,37034.18776,output_reentrancy.csv,reentrancy,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol#L72-L96
slither,smartbugs-dataset/reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol#L47-L60,DEP_BANK.Collect(uint256),reentrancy-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.655703783,37034.18776,output_reentrancy.csv,reentrancy,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol#L47-L60
mythril,smartbugs-dataset/reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,LogFile,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 76761 - 341187,1533.362563,37034.18776,output_reentrancy.csv,reentrancy,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol
mythril,smartbugs-dataset/reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,LogFile,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 7273 - 8739,1533.362563,37034.18776,output_reentrancy.csv,reentrancy,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol
mythril,smartbugs-dataset/reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,DEP_BANK,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 8489 - 63860,1533.362563,37034.18776,output_reentrancy.csv,reentrancy,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol
mythril,smartbugs-dataset/reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,LogFile,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 76761 - 341187,1533.362563,37034.18776,output_reentrancy.csv,reentrancy,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol
mythril,smartbugs-dataset/reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,LogFile,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1009 - 1104,1533.362563,37034.18776,output_reentrancy.csv,reentrancy,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol
mythril,smartbugs-dataset/reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,LogFile,Integer Arithmetic Bugs,Low,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 76761 - 341187,1533.362563,37034.18776,output_reentrancy.csv,reentrancy,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol
mythril,smartbugs-dataset/reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,DEP_BANK,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 12035 - 101972,1533.362563,37034.18776,output_reentrancy.csv,reentrancy,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol
mythril,smartbugs-dataset/reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,DEP_BANK,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 12035 - 101972,1533.362563,37034.18776,output_reentrancy.csv,reentrancy,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol
mythril,smartbugs-dataset/reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,DEP_BANK,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 12035 - 101972,1533.362563,37034.18776,output_reentrancy.csv,reentrancy,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol
mythril,smartbugs-dataset/reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,DEP_BANK,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 12035 - 101972,1533.362563,37034.18776,output_reentrancy.csv,reentrancy,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol
mythril,smartbugs-dataset/reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,DEP_BANK,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 12035 - 101972,1533.362563,37034.18776,output_reentrancy.csv,reentrancy,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol
mythril,smartbugs-dataset/reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,DEP_BANK,Multiple Calls in a Single Transaction,Low,SWC-ID: https://swcregistry.io/docs/SWC-113,Multiple calls are executed in the same transaction.,Estimated Gas Usage: 12035 - 101972,1533.362563,37034.18776,output_reentrancy.csv,reentrancy,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol
mythril,smartbugs-dataset/reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,DEP_BANK,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 12035 - 101972,1533.362563,37034.18776,output_reentrancy.csv,reentrancy,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol
slither,smartbugs-dataset/reentrancy/simple_dao.sol#L16-L22,SimpleDAO.withdraw(uint256),reentrancy-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.628717661,37034.18776,output_reentrancy.csv,reentrancy,simple_dao.sol#L16-L22
mythril,smartbugs-dataset/reentrancy/simple_dao.sol,SimpleDAO,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 7821 - 62482,45.31836271,37034.18776,output_reentrancy.csv,reentrancy,simple_dao.sol
mythril,smartbugs-dataset/reentrancy/simple_dao.sol,SimpleDAO,Unchecked return value from external call.,Medium,SWC-ID: https://swcregistry.io/docs/SWC-104,The return value of a message call is not checked.,Estimated Gas Usage: 7821 - 62482,45.31836271,37034.18776,output_reentrancy.csv,reentrancy,simple_dao.sol
mythril,smartbugs-dataset/reentrancy/simple_dao.sol,SimpleDAO,Unprotected Ether Withdrawal,High,SWC-ID: https://swcregistry.io/docs/SWC-105,Any sender can withdraw Ether from the contract account.,Estimated Gas Usage: 7821 - 62482,45.31836271,37034.18776,output_reentrancy.csv,reentrancy,simple_dao.sol
mythril,smartbugs-dataset/reentrancy/simple_dao.sol,SimpleDAO,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 7821 - 62482,45.31836271,37034.18776,output_reentrancy.csv,reentrancy,simple_dao.sol
mythril,smartbugs-dataset/reentrancy/simple_dao.sol,SimpleDAO,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 7821 - 62482,45.31836271,37034.18776,output_reentrancy.csv,reentrancy,simple_dao.sol
mythril,smartbugs-dataset/short_addresses/short_address_example.sol,MyToken,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 36 - 131,11.39636302,17.03663921,output_short_addresses.csv,short_addresses,short_address_example.sol
mythril,smartbugs-dataset/short_addresses/short_address_example.sol,MyToken,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 82 - 177,11.39636302,17.03663921,output_short_addresses.csv,short_addresses,short_address_example.sol
slither,smartbugs-dataset/short_addresses/short_address_example.sol,MyToken,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 82 - 177,5.009636302,17.03663921,output_short_addresses.csv,short_addresses,short_address_example.sol
slither,smartbugs-dataset/time_manipulation/roulette.sol#L15-L24,Roulette.fallback(),arbitrary-send-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.658564568,888.7582638,output_time_manipulation.csv,time_manipulation,roulette.sol#L15-L24
slither,smartbugs-dataset/time_manipulation/roulette.sol#L15-L24,Roulette.fallback(),weak-prng,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.658564568,888.7582638,output_time_manipulation.csv,time_manipulation,roulette.sol#L15-L24
slither,smartbugs-dataset/time_manipulation/roulette.sol#L15-L24,Roulette.fallback(),incorrect-equality,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,High,,0.658564568,888.7582638,output_time_manipulation.csv,time_manipulation,roulette.sol#L15-L24
mythril,smartbugs-dataset/time_manipulation/roulette.sol,Roulette,Dependence on predictable environment variable,Low,SWC-ID: https://swcregistry.io/docs/SWC-116,A control flow decision is made based on The block.timestamp environment variable.,Estimated Gas Usage: 888 - 983,612.539829,888.7582638,output_time_manipulation.csv,time_manipulation,roulette.sol
mythril,smartbugs-dataset/time_manipulation/roulette.sol,Roulette,Dependence on predictable environment variable,Low,SWC-ID: https://swcregistry.io/docs/SWC-116,A control flow decision is made based on The block.timestamp environment variable.,Estimated Gas Usage: 5957 - 26052,612.539829,888.7582638,output_time_manipulation.csv,time_manipulation,roulette.sol
mythril,smartbugs-dataset/time_manipulation/roulette.sol,Roulette,Transaction Order Dependence,Medium,SWC-ID: https://swcregistry.io/docs/SWC-114,The value of the call is dependent on balance or storage write,Estimated Gas Usage: 7524 - 61805,612.539829,888.7582638,output_time_manipulation.csv,time_manipulation,roulette.sol
mythril,smartbugs-dataset/time_manipulation/roulette.sol,Roulette,Unprotected Ether Withdrawal,High,SWC-ID: https://swcregistry.io/docs/SWC-105,Any sender can withdraw Ether from the contract account.,Estimated Gas Usage: 7524 - 61805,612.539829,888.7582638,output_time_manipulation.csv,time_manipulation,roulette.sol
